,movieId,title,genres,extra_metadata
2932,3932,"Invisible Man, The (1933)",Horror|Sci-Fi,Gloria Stuartworking in dr cranleys laboratory scientist jack griffin was always given the latitude to conduct some of his own experiments his sudden departure however has cranleys daughter flora worried about him griffin has taken a room at the nearby lions head inn hoping to reverse an experiment he conducted on himself that made him invisible but the experimental drug has also warped his mind making him aggressive and dangerous hes prepared to do whatever it takes to restore his appearance
2933,3933,"Killer Shrews, The (1959)",Horror|Sci-Fi,James Best Ken Curtis Ken Curtistrapped on a remote island by a hurricane a group discover a doctor has been experimenting on creating half sized humans unfortunately his experiments have also created giant shrews who when they have run out of small animals to eat turn on the humans
2934,3937,Runaway (1984),Sci-Fi|Thriller,Tom Selleck Kirstie Alley Stan Shaw Anne-Marie Martinin the near future a police officer specializes in malfunctioning robots when a robot turns out to have been programmed to kill he begins to uncover a homicidal plot to create killer robots and his son becomes a target
2935,3938,"Slumber Party Massacre, The (1982)",Horror,an 18yearold high school girl is left at home by her parents and decides to have a slumber party meanwhile a mass murderer with a propensity for power tools has escaped from prison and eventually makes his way to the party where the guests begin dropping off one by one
2936,3939,Slumber Party Massacre II (1987),Horror,courtney the younger sister of valerie and her friends go to their condo for a weekend getaway but courtney cant get rid of the haunting feeling that a supernatural rockabilly driller killer is coming to murder them all
2937,3940,Slumber Party Massacre III (1990),Horror,Hope Marie Carlton Marta Koberafter a hard day of volleyball at the beach a teen whose parents are away decides to have a slumber party with her girlfriends their boyfriends predictably show up to scare them but a stranger from the beach is also seen lurking around the house soon the group begins experiencing an attrition problem
2938,3941,Sorority House Massacre (1986),Horror,college student beth and her sorority sisters are stalked by an escaped psychopathic killer who shares a strange telepathic link with her
2939,3942,Sorority House Massacre II (1990),Horror,Gail Harrisfive college women buy the old hokstedter place for their new sorority house they got it cheap because of the bloody incidents from five years before they decide to stay in it for the night so they can meet the movers in the morning but begin to get the creeps when the weird neighbor orville ketchum starts poking around shortly after the women take showers and consult a ouija board they begin experiencing an attrition problem
2940,3943,Bamboozled (2000),Comedy,Damon Wayans Jada Pinkett Smith Michael Rapaport Matthew Modine Mira Sorvino Kim Directortv producer pierre delacroix becomes frustrated when network brass reject his sitcom idea hoping to get fired delacroix pitches the worst idea he can think of a 21st century minstrel show the network not only airs it but it becomes a smash hit
2941,3945,Digimon: The Movie (2000),Adventure|Animation|Children,the first story focused on tai and kari kamiya four years before their adventure in the digital world it shows their first encounter with digimon and what happened to them as well as the other children tai and kari wake one morning to find a digiegg that came out of their computer the night before and the egg soon hatches revealing a botamon the digimon then evolves into koromon and then agumon not the same one that became friends with tai in the series and yet somehow both koromon and kari remember each other who then goes out and unintentionally destroys a good part of the neighborhood with kari riding on his back a second digiegg appears in the sky to reveal an evil digimon parrotmon agumon then digivolves to greymon but isnt strong enough to beat parrotmon and is knocked out tai grabs karis whistle and wakes up greymon who defeats parrotmon and disappears with him
2942,3946,Get Carter (2000),Action|Drama|Thriller,Sylvester Stallone Miranda Richardson Rachael Leigh Cook Mickey Rourke John C. McGinley Michael Caine Rhona Mitra Mark Boone Junior Crystal Lowe Lauren Lee Smith Tyler Labine Gretchen Mol Tom Sizemore Andrew Stevensjack carter a mob enforcer living in las vegas travels back to his hometown of seattle for his brothers funeral during this visit carter realizes that the death of his brother was not accidental but a murder with this knowledge carter sets out to kill all those responsible
2943,3947,Get Carter (1971),Action|Crime|Drama|Thriller,Michael Caine Britt Ekland Alun Armstrong Michael Cainejack carter is a smalltime hood working in london when word reaches him of his brothers death he travels to newcastle to attend the funeral refusing to accept the police report of suicide carter seeks out his brother’s friends and acquaintances to learn who murdered his sibling and why
2944,3948,Meet the Parents (2000),Comedy,Ben Stiller Robert De Niro Teri Polo Owen Wilson Robert De Nirogreg focker is ready to marry his girlfriend pam but before he pops the question he must win over her formidable father humorless former cia agent jack byrnes at the wedding of pams sister as greg bends over backward to make a good impression his visit to the byrnes home turns into a hilarious series of disasters and everything that can go wrong does all under jacks critical hawklike gaze
2945,3949,Requiem for a Dream (2000),Drama,Ellen Burstyn Jared Leto Jennifer Connelly Marlon Wayans Christopher McDonald Keith David Mark Margolis Dylan Bakerthe hopes and dreams of four ambitious people are shattered when their drug addictions begin spiraling out of control a look into addiction and how it overcomes the mind and body
2946,3950,Tigerland (2000),Drama,Colin Farrell Shea Whigham Michael Shannon Cole Hausera group of recruits go through advanced infantry training at fort polk louisianas infamous tigerland last stop before vietnam for tens of thousands of young men in 1971
2947,3951,Two Family House (2000),Drama,Kelly Macdonaldbuddy visalo michael rispoli is a factory worker a frustrated crooner who once had a shot at the big time buddys dreams of greatness have been reduced to an endless series of failed moneymaking schemes his latest is buying a twofamily house for him and his wife estelle katherine narducci and converting the ground floor into a neighborhood bar where he can perform the wrench in the works is that he also inherits the upstairs tenants marya pregnant irish girl fresh off the boat kelly macdonald and her abusive alcoholic husband jim kevin conway as buddys gang of italians tries to handle the situation the girl goes into labor and a baby is born forcing them all to confront the limits of their tolerance and compassion
2948,3952,"Contender, The (2000)",Drama|Thriller,Gary Oldman Joan Allen Jeff Bridges Christian Slater Sam Elliott Kathryn Morris Gary Oldmanthe vice president is dead and as the president makes his choice for a replacement a secret contest of wills is being waged by a formidable rival when senator laine hanson is nominated as the first woman in history to hold the office hidden agendas explode into a battle for power
2949,3953,Dr. T and the Women (2000),Comedy|Romance,Richard Gere Helen Hunt Farrah Fawcett Laura Dern Shelley Long Tara Reid Kate Hudson Liv Tyler Janine Turnera successful texas gynecologist finds himself amid a bevy of women and their problems – his wife’s breakdown his daughters fake marriage his other daughter’s conspiracy theories and his secretary’s crush craving time for himself he finds solace in a kind outsider
2950,3955,"Ladies Man, The (2000)",Comedy,Billy Dee Williams Lee Evans Sofia Milos Eugene Levy Tamala Jones Julianne Moore Tiffani Thiessen Tim Meadowsbecause of his salacious language latenight radio adviceshow host leon phelps along with his sweet and loyal producer julie is fired from his chicago gig leon gets a letter from a former lover promising a life of wealth but he doesnt know who she is can leon find his secret sugarmama what about julie
